Medicine Name,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,Condition,Content,Substitute,Drug Class,InteractionEffect,NotRecommendedFor,InteractsWith0,InteractsWith1,InteractsWith2
Sertraline,Nausea,Diarrhea,Insomnia,Dizziness,Dry mouth,Anxiety and StressOff-label,"""Week 5. 50mg. Anxiety is dulled. The first two weeks were really awful, sickness, insomnia, and much worse anxiety. That’s all gone away apart from bowel movements which are increased. The real issue I now have is UTTER EXHAUSTION, occasional migraine, and strange vision. But it’s the tiredness I’m really struggling with. As soon as I wake, I’m knackered and towards the afternoon all I want to do is sleep. As the two-week side effect window has passed, I’m beginning to wonder if the sleepiness will not pass and I’ll have to come off or go to a meager 25mg which I’m keen to avoid. I read every review and I can’t see any similar experiences from which people have recovered. Shame.""","Fluoxetine, Escitalopram",Antidepressant,Increased drowsiness,Diabetes,Escitalopram,,
Sertraline,Nausea,Diarrhea,Insomnia,Dizziness,Dry mouth,Premenstrual Dysphoric Disorder,"Zoloft (sertraline)""I wish that I would have started this drug much sooner. I was very reluctant to take an antidepressant mainly due to stigma. I felt immediate relief from anxiety, paranoia, irritability, hopeless, helpless, suicidal, depressed and feeling out of control. I have had major symptoms for several years premenstrual and it has been premenstrual dysphoric disorder. I am very thankful for Zoloft and I don't ever want to be caught without it it is the best thing that has happened to me in a very long time. The side effects are very minimal my side effects would include just being a little tired some gas and Mild diarrhea at times. I would trade this any day for the problems that I was having before I started taking Zoloft it truly has saved my life .""","Fluoxetine, Escitalopram",Antidepressant,Increased drowsiness,Kidney Disease,Escitalopram,,
Escitalopram,Nausea,Insomnia,Fatigue,Dry mouth,Dizziness,Anxiety,"Lexapro (escitalopram)""excellent med if you are afraid of side effects, had none. used for 10 yrs until stopped working. was on celexa also for 10 yrs excellent med for no side effects .both Lexapro and Celexa are excellent for treating mental disease. avoid ZOLOFT was on for two weeks my brain was in another dimension , made anxiety worse. now its hell on earth for me looking for another ssri. clonzepam is excellent for anxiety no side effects. docs wont prescribe it for me.""",,Antidepressant,Increased drowsiness,Diabetes,Sertraline,,
Sertraline,Nausea,Diarrhea,Insomnia,Dizziness,Dry mouth,Obsessive Compulsive Disorder,"""I remember when my doctor suggested me sertraline after trying a few of SSRIs, none of them made me feel better, but when I took sertraline it really did a magic for my soul, my 3 three long years struggle to get over intrusive, unwanted thoughts and urges suddenly stopped, those unbreakable walls got broken.""","Fluoxetine, Escitalopram",Antidepressant,Increased drowsiness,Liver Disease,Escitalopram,,
Diclofenac,Stomach pain,Nausea,Heartburn,Indigestion,,Migraine,"Cambia (diclofenac)""Not a bad product. At $1,900. for 18 doses it is by far the most expensive migraine medication I have ever used. The packets are extremely difficult to open.""",,NSAID,Increased bleeding risk,Liver Disease,Aspirin,Ibuprofen,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Pain,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Fluconazole,Headache,Nausea,Stomach pain,,,Fungal Infection,,,Antifungal,General interaction risk,Pregnancy,,,
Azithromycin,Diarrhea,Nausea,Vomiting,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Diabetes,Amoxicillin,Ciprofloxacin,
Amoxicillin,Diarrhea,Nausea,Skin rash,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Liver Disease,Azithromycin,Ciprofloxacin,
Clindamycin,Nausea,Abdominal pain,Rash,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Diabetes,Amoxicillin,Azithromycin,Ciprofloxacin
Paracetamol,Nausea,Rash,Liver damage,,,Pain,,,Analgesic,Liver toxicity (high dose),Pregnancy,,,
Clindamycin,Nausea,Abdominal pain,Rash,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Kidney Disease,Amoxicillin,Azithromycin,Ciprofloxacin
Paracetamol,Nausea,Rash,Liver damage,,,Fever,,,Analgesic,Liver toxicity (high dose),Diabetes,,,
Pantoprazole,Headache,Diarrhea,Nausea,,,Ulcer,,,PPI,Reduced absorption of other drugs,Pregnancy,Omeprazole,,
Omeprazole,Headache,Nausea,Gas,,,GERD,,,PPI,Reduced absorption of other drugs,Kidney Disease,Pantoprazole,,
Cetirizine,Drowsiness,Dry mouth,Fatigue,,,Allergy,,,Antihistamine,Sedation risk,Liver Disease,Levocetirizine,,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Pain,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Heart condition,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Pantoprazole,Headache,Diarrhea,Nausea,,,Acidity,,,PPI,Reduced absorption of other drugs,Pregnancy,Omeprazole,,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Heart condition,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Ibuprofen,Stomach pain,Dizziness,Heartburn,,,Pain,,,NSAID,Increased bleeding risk,"Kidney Disease, Hypertension",Aspirin,Diclofenac,
Atorvastatin,Muscle pain,Diarrhea,Cold symptoms,,,High Cholesterol,,,Statin,Muscle toxicity risk,Liver Disease,,,
Omeprazole,Headache,Nausea,Gas,,,Acidity,,,PPI,Reduced absorption of other drugs,Pregnancy,Pantoprazole,,
Pantoprazole,Headache,Diarrhea,Nausea,,,Ulcer,,,PPI,Reduced absorption of other drugs,Hypertension,Omeprazole,,
Cetirizine,Drowsiness,Dry mouth,Fatigue,,,Allergy,,,Antihistamine,Sedation risk,Kidney Disease,Levocetirizine,,
Azithromycin,Diarrhea,Nausea,Vomiting,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Diabetes,Amoxicillin,Ciprofloxacin,
Cetirizine,Drowsiness,Dry mouth,Fatigue,,,Allergy,,,Antihistamine,Sedation risk,Hypertension,Levocetirizine,,
Ibuprofen,Stomach pain,Dizziness,Heartburn,,,Inflammation,,,NSAID,Increased bleeding risk,"Kidney Disease, Hypertension",Aspirin,Diclofenac,
Paracetamol,Nausea,Rash,Liver damage,,,Pain,,,Analgesic,Liver toxicity (high dose),Heart Disease,,,
Metformin,Diarrhea,Nausea,Abdominal pain,,,Type 2 Diabetes,,,Antidiabetic,Risk of hypoglycemia,Kidney Disease,Glimepiride,,
Amlodipine,Swelling,Fatigue,Palpitations,,,High Blood Pressure,,,Antihypertensive,Low blood pressure,Heart Disease,Losartan,,
Paracetamol,Nausea,Rash,Liver damage,,,Fever,,,Analgesic,Liver toxicity (high dose),Liver Disease,,,
Losartan,Dizziness,Back pain,Fatigue,,,Hypertension,,,Antihypertensive,Low blood pressure,Kidney Disease,Amlodipine,,
Losartan,Dizziness,Back pain,Fatigue,,,Hypertension,,,Antihypertensive,Low blood pressure,Diabetes,Amlodipine,,
Amlodipine,Swelling,Fatigue,Palpitations,,,High Blood Pressure,,,Antihypertensive,Low blood pressure,Diabetes,Losartan,,
Metformin,Diarrhea,Nausea,Abdominal pain,,,Type 2 Diabetes,,,Antidiabetic,Risk of hypoglycemia,Kidney Disease,Glimepiride,,
Atorvastatin,Muscle pain,Diarrhea,Cold symptoms,,,High Cholesterol,,,Statin,Muscle toxicity risk,Liver Disease,,,
Ciprofloxacin,Nausea,Diarrhea,Dizziness,,,Infection,,,Antibiotic,Reduced effectiveness or GI issues,Pregnancy,Amoxicillin,Azithromycin,
Amlodipine,Swelling,Fatigue,Palpitations,,,High Blood Pressure,,,Antihypertensive,Low blood pressure,Diabetes,Losartan,,
Paracetamol,Nausea,Rash,Liver damage,,,Pain,,,Analgesic,Liver toxicity (high dose),Kidney Disease,,,
Amoxicillin,Diarrhea,Nausea,Skin rash,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Hypertension,Azithromycin,Ciprofloxacin,
Omeprazole,Headache,Nausea,Gas,,,GERD,,,PPI,Reduced absorption of other drugs,Kidney Disease,Pantoprazole,,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Pain,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Cetirizine,Drowsiness,Dry mouth,Fatigue,,,Allergy,,,Antihistamine,Sedation risk,Liver Disease,Levocetirizine,,
Omeprazole,Headache,Nausea,Gas,,,GERD,,,PPI,Reduced absorption of other drugs,Heart Disease,Pantoprazole,,
Atorvastatin,Muscle pain,Diarrhea,Cold symptoms,,,High Cholesterol,,,Statin,Muscle toxicity risk,Liver Disease,,,
Amoxicillin,Diarrhea,Nausea,Skin rash,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Kidney Disease,Azithromycin,Ciprofloxacin,
Ibuprofen,Stomach pain,Dizziness,Heartburn,,,Inflammation,,,NSAID,Increased bleeding risk,"Kidney Disease, Hypertension",Aspirin,Diclofenac,
Ibuprofen,Stomach pain,Dizziness,Heartburn,,,Pain,,,NSAID,Increased bleeding risk,"Kidney Disease, Hypertension",Aspirin,Diclofenac,
Cetirizine,Drowsiness,Dry mouth,Fatigue,,,Allergy,,,Antihistamine,Sedation risk,Liver Disease,Levocetirizine,,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Pain,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Heart condition,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Amoxicillin,Diarrhea,Nausea,Skin rash,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Pregnancy,Azithromycin,Ciprofloxacin,
Pantoprazole,Headache,Diarrhea,Nausea,,,Acidity,,,PPI,Reduced absorption of other drugs,Heart Disease,Omeprazole,,
Amoxicillin,Diarrhea,Nausea,Skin rash,,,Bacterial Infection,,,Antibiotic,Reduced effectiveness or GI issues,Heart Disease,Azithromycin,Ciprofloxacin,
Aspirin,Bleeding,Stomach upset,Heartburn,,,Heart condition,,,NSAID,Increased bleeding risk,Bleeding Disorder,Ibuprofen,Diclofenac,
Losartan,Dizziness,Back pain,Fatigue,,,Hypertension,,,Antihypertensive,Low blood pressure,Diabetes,Amlodipine,,
Omeprazole,Headache,Nausea,Gas,,,Acidity,,,PPI,Reduced absorption of other drugs,Pregnancy,Pantoprazole,,
